# NHTSA vPIC World Manufacturer Identifier table, retrieved 2026-09-21.
# Regenerate with: go run ./tools/wmi-import
# Left out because they cannot appear in a VIN: 1OY, 4OG
wmi,manufacturer_id,manufacturer,make,vehicle_type,country
4S9555,19991,SWAMP DADDY AIRBOATS AND FABRICATION LLC.,,Trailer,UNITED STATES (USA)
4S9557,19977,SUNNYSIDE ENTERPRISES LLC,,Trailer,UNITED STATES (USA)
4S9558,19966,SILVER BULLET MANUFACTURING INC,,Trailer,UNITED STATES (USA)
4S9559,19744,"SPARTAN FIRE, LLC",,Truck,UNITED STATES (USA)
4S9560,19744,"SPARTAN FIRE, LLC",,Incomplete Vehicle,UNITED STATES (USA)
4S9561,20554,"SALINA CREEK FABRICATION, LLC",,Trailer,UNITED STATES (USA)
4S9562,20110,SOUTHTRAIL FABRICATIONS LLC,,Trailer,UNITED STATES (USA)
4S9564,20132,SECURITY2GO,,Trailer,UNITED STATES (USA)
4S9566,20247,SONDORS ELECTRIC CAR COMPANY,,Motorcycle,UNITED STATES (USA)
4S9568,20159,SPARTAN FABRICATION INC.,,Trailer,UNITED STATES (USA)
4S9569,20213,"SC AUTOSPORTS, LLC",,Low Speed Vehicle (LSV),UNITED STATES (USA)
4S9571,20281,STAR TRAILER MANUFACTURING INC.,,Trailer,UNITED STATES (USA)
4S9572,20302,STREET LEGAL GOLF CARTS,,Low Speed Vehicle (LSV),UNITED STATES (USA)
4S9576,20404,SYSWELDING,,Trailer,UNITED STATES (USA)
4S9577,20387,SYNER-G METAL WORKS,,Trailer,UNITED STATES (USA)
4S9578,20459,SHALOM TRAILERS,,Trailer,UNITED STATES (USA)
4S9579,20382,SCRUFFY’S AUTO REPAIR AND MORE LLC,,Trailer,UNITED STATES (USA)
4S9582,20572,SAWTOOTH CARGO CARRIER LLC,,Trailer,UNITED STATES (USA)
4S9583,20480,SOUTHERN SPECIALTY TRAILERS LLC,,Trailer,UNITED STATES (USA)
4S9584,20840,STONES RIVER TRAILER COMPANY LLC,,Trailer,UNITED STATES (USA)
4S9585,21155,SOLID POINT TRAILERS,,Trailer,
4S9586,20515,SHOW-TIME ENTERPRISES INCORPORATED,,Trailer,UNITED STATES (USA)
4S9588,20561,SD CUSTOM BOATS LLC,,Trailer,UNITED STATES (USA)
4S9592,20575,"SSI, INC. DBA: BROCK'S TRAILERS",,Trailer,UNITED STATES (USA)
4S9593,20580,SMORT FABRICATION,,Trailer,UNITED STATES (USA)
4S9594,20716,"SAILOR GROUP, LLC",,Trailer,UNITED STATES (USA)
4S9595,20686,SOUTHERN UTILITY TRAILERS,,Trailer,UNITED STATES (USA)
4S9596,19972,SCOOPER COMPANY LLC,,Trailer,UNITED STATES (USA)
4S9597,20679,"SCI INNOVATIONS, LLC",,Trailer,UNITED STATES (USA)
4S9598,21171,SAWYER TRAILERS LLC,,Trailer,UNITED STATES (USA)
4S9599,20710,SOUTH ATLANTA GOLF CARTS LLC,,Low Speed Vehicle (LSV),UNITED STATES (USA)
4S9600,20744,SILVERLIGHT ELECTRIC VEHICLE INC.,,Motorcycle,UNITED STATES (USA)
4S9601,20718,STEELWATER TRAILERS,,Trailer,UNITED STATES (USA)
4S9603,20736,SPHINX TRAILER MFG. LLC,,Trailer,UNITED STATES (USA)
4S9604,20745,SARO CAMPER,,Trailer,UNITED STATES (USA)
4S9605,20605,STALLION OILFIELD SERVICES LTD,,Trailer,UNITED STATES (USA)
4S9606,21211,SHOWALTER FABRICATION SERVICES,,Trailer,
4S9608,20931,SHANNON BROTHERS LLC,,Trailer,UNITED STATES (USA)
4S9609,20887,SMITH INDUSTRIES LLC,,Trailer,UNITED STATES (USA)
4S9610,20971,SENTINEL TRAILERS,,Trailer,UNITED STATES (USA)
4S9611,21070,"SWEET-HAUS, LLC",,Trailer,
4S9613,21246,STAHLEY ENTERPRISES INC,,Trailer,
4S9615,21384,SG ECHO LLC,,Trailer,
4S9616,20980,SINGLETARY TRAILERS,,Trailer,UNITED STATES (USA)
4S9617,21014,SOUTHLAND TOOL MFG. INC.,,Trailer,UNITED STATES (USA)
4S9618,21138,SUMCO SALES LLC,,Trailer,UNITED STATES (USA)
4S9619,21236,"SASQUATCH CAMPERS, INC",,Trailer,
4S9620,21146,STEAMBOAT TRAILERS LLC,,Trailer,UNITED STATES (USA)
4S9622,21179,SPECIALTY SOLIDS CONTROL,,Trailer,
4S9623,23205,SILVERBACK TRAILER COMPANY,,Trailer,UNITED STATES (USA)
4S9624,21256,SHONUFF TRAILERS,,Trailer,UNITED STATES (USA)
4S9627,21385,SPLASH SALES LLC DBA SPLASH TRUCK SALES,,Trailer,
4S9628,21492,SNO TRAILERS,,Trailer,UNITED STATES (USA)
4S9629,21418,SUPER CHAMPION INC.,,Trailer,UNITED STATES (USA)
4S9631,21479,SOUTHERN GRACE STEEL FABRICATION LLC,,Trailer,UNITED STATES (USA)
4S9632,21586,"STAGHORN INDUSTRIES, LLC",,Trailer,
4S9634,21465,SYLVER MOTOR CORPORATION,,Trailer,UNITED STATES (USA)
4S9635,21187,SEBAGO DOCK & LIFT,,Trailer,UNITED STATES (USA)
4S9637,21575,"SOLAR ADVANCED WARNING SYSTEMS, INC.",,Trailer,
4S9638,21647,"SALTY RENTALS NSB, LLC",,Low Speed Vehicle (LSV),UNITED STATES (USA)
4S9639,21718,SOUTH FLORIDA GOLF CARTS,,Low Speed Vehicle (LSV),UNITED STATES (USA)
4S9640,21702,STEEL CREEK TRAILERS LLC,,Trailer,
4S9641,10410,SARATOGA CUSTOM CYCLES,,Low Speed Vehicle (LSV),UNITED STATES (USA)
4S9642,22195,"ADVANCED SYSTEMS TECHNOLOGY SPRAYER DEPOT, LLC",,Trailer,UNITED STATES (USA)
4S9643,21844,SABER TRAILERS,,Trailer,
4S9644,21754,SERENDIPITOUS ENDEAVORS LLC,,Trailer,UNITED STATES (USA)
4S9645,21756,SOUTHERN MADE TRAILERS AND EQUIPMENT,,Trailer,
4S9646,21801,STREET TRAILERS,,Trailer,UNITED STATES (USA)
4S9647,21945,SAGE SUPPLY INC,,Trailer,UNITED STATES (USA)
4S9648,21795,"SPARTAN EV, LLC",,Low Speed Vehicle (LSV),
4S9649,21841,SOUTHWEST IRRIGATION,,Trailer,
4S9652,21933,SECOND WIND TRAILERS LLC,,Trailer,
4S9653,22022,"SCAF PAK TRAILERS, LLC",,Trailer,
4S9655,22082,SHERPA TRAILERS LTD,,Trailer,UNITED STATES (USA)
4S9656,22004,SELS USA LLC,,Trailer,UNITED STATES (USA)
4S9658,22105,SOUTHLAND GOLF CART,,Low Speed Vehicle (LSV),
4S9659,25103,TEXAS STAR INDUSTRIAL MANUFACTURING,,Trailer,UNITED STATES (USA)
4S9660,4787,STROMCO LLC,,Trailer,UNITED STATES (USA)
4S9662,22622,SPEEDWAGON INDUSTRIES,,Trailer,UNITED STATES (USA)
4S9663,22143,SHELLEM SOLUTIONS LLC,,Trailer,UNITED STATES (USA)
4S9664,22212,SJG TRAILERS LLC.,,Trailer,UNITED STATES (USA)
4S9665,22246,STREET LIFE CUSTOMS INC.,,Trailer,UNITED STATES (USA)
4S9666,21919,SOUTH COAST TRAILERS,,Trailer,
4S9667,22236,SODERBLOOMS LLC,,Trailer,
4S9668,22235,SNH GOLF CARTS LLC,,Low Speed Vehicle (LSV),UNITED STATES (USA)
4S9670,22328,STREET LEGAL CARTS,,Low Speed Vehicle (LSV),
4S9671,22314,STAYMAN FABRICATION,,Trailer,
4S9672,22306,SIDEWINDER FABRICATION LTD,,Trailer,
4S9673,23215,SEMINOLE MOTOR SPORTS MFG. CO. LLC,,Motorcycle,UNITED STATES (USA)
4S9676,22358,SPARTAN TECHS LLC,,Trailer,UNITED STATES (USA)
4S9677,21633,SUPERIOR CHASSIS INC,,Trailer,UNITED STATES (USA)
4S9679,22441,SUPERSTAR TRAILERS,,Trailer,
4S9680,22477,"SAFTCART, INC.",,Trailer,
4S9681,22527,STARK TRAILER LLC,,Trailer,UNITED STATES (USA)
4S9682,22562,"SNYDER WELDING TECHNOLOGIES, LLC",,Trailer,UNITED STATES (USA)
4S9683,22994,SNAKE RIVER LOCKERS,,Trailer,UNITED STATES (USA)
4S9684,22626,SUPERIOR FLATDECKS COMPANY LLC,,Trailer,UNITED STATES (USA)
4S9685,22642,SWIFT EV LLC,,Low Speed Vehicle (LSV),
4S9687,23404,SUPPLYOR LLC,,Trailer,
4S9688,22695,"SNR, INC.",,Trailer,UNITED STATES (USA)
4S9692,22728,S3E LLC SERIES 2,,Trailer,
4S9693,22858,SMOKEY MT GREENWAY COMPANY LLC,,Trailer,UNITED STATES (USA)
4S9695,23060,SPARTAN TRAILERS,,Trailer,
4S9697,23132,SUPERIOR STORAGE TANKS & TRAILERS,,Trailer,
4S9699,23271,SAPPHIRE AUTOMOTIVE GROUP LLP,,Trailer,UNITED STATES (USA)
4S9700,23247,"SKYLINE MOBILITY, INC.",,Motorcycle,
4S9701,23286,SPARTAN PERFORMANCE,,Trailer,
4S9702,23303,SCORPION MARINE INC,,Trailer,
4S9705,23348,SPARK SHOP LLC,,Trailer,
4S9709,23454,STENTEN'S GOLF CART ACCESSORIES,,Low Speed Vehicle (LSV),
4S9710,23567,SKINNY RIVER CUSTOMS LLC,,Trailer,
4S9712,19307,"SIGNATURE AUTOSPORT, LLC",,Truck,
4S9713,23591,SWAPLOADER USA LTD.,,Trailer,
4S9714,23038,SOUTHFIELD CLASSICS,,Truck,UNITED STATES (USA)
4S9715,23680,ST.CROIX TRAILERS INC,,Trailer,UNITED STATES (USA)
4S9716,23696,S3 SUPPLY LLC,,Trailer,
4S9718,23952,SO CAL TRAILER BUILDERS,,Trailer,UNITED STATES (USA)
4S9719,23764,STARFIRE AMERICA LLC,,Low Speed Vehicle (LSV),
4S9722,23794,STEEL BOYZ LLC,,Trailer,
4S9723,23788,"SLANT BAR AG, LLC",,Trailer,
4S9725,23831,STONE TABLE LLC,,Trailer,
4S9727,23851,SEQUOIA CAMPERS AND TRAILERS LLC,,Trailer,UNITED STATES (USA)
4S9728,23864,STINGRAY TRAILERS LLC,,Trailer,UNITED STATES (USA)
4S9729,23927,SVENN LLC,,Trailer,UNITED STATES (USA)
4S9730,23923,SOUTHEASTERN STEEL MANUFACTURING CORP,,Trailer,
4S9731,23995,SUNSET LSV INNOVATIONS,,Low Speed Vehicle (LSV),
4S9733,24126,SIPSEY RIVER FABRICATION,,Trailer,
4S9734,24588,SWFL TRAILER SALES AND REPAIRS LLC.,,Trailer,UNITED STATES (USA)
4S9735,24267,"SAW MACHINE INTEGRATORS, LLC",,Trailer,
4S9736,24280,STANGER FAB LLC,,Trailer,UNITED STATES (USA)
4S9737,24281,SAWYER TRAILERS LLC,,Trailer,
4S9738,24274,"STROBEL MANUFACTURING, INC.",,Trailer,UNITED STATES (USA)
4S9739,4429,SPECTRAC SUSPENSION CENTERS INC,,Trailer,UNITED STATES (USA)
4S9742,24338,S OUTDOORS LLC,,Trailer,
4S9743,24476,"S&S CABLE, LLC",,Trailer,
4S9745,24601,SHERPA TRAILERS LLC,,Trailer,UNITED STATES (USA)
4S9746,24192,STRONG BLUE LLC,,Trailer,UNITED STATES (USA)
4S9748,24847,"SOLAR RIG TECHNOLOGIES, LLC",,Trailer,UNITED STATES (USA)
4S9749,24880,SPARTAN MANUFACTURING INC,,Trailer,UNITED STATES (USA)
4S9750,25263,SOL GUARD INC.,,Trailer,UNITED STATES (USA)
4S9754,25055,SPURGEON YACHTS INC.,,Trailer,
4S9758,25110,"SYBRIX, LLC",,Trailer,UNITED STATES (USA)
4S9759,25128,SECURITY VIEW LLC,,Trailer,UNITED STATES (USA)
4S9760,25099,SWINGLIFT TRANSPORT SERVICES LLC,,Trailer,
4S9761,25465,"SOMERSET INDUSTRIAL SERVICE, LLC",,Trailer,UNITED STATES (USA)
4S9763,25170,SOPILOTES TRAILERS,,Trailer,
4S9765,25376,SG TRAILERS LLC,,Trailer,
4S9767,25479,"S&G FABWORKS, LLC.",,Trailer,UNITED STATES (USA)
4S9768,25445,SIMPLE INJECTION LLC,,Trailer,
4S9769,25709,SZYDEL FAMILY FARMS LLC,,Trailer,UNITED STATES (USA)
4S9770,25149,SKY PLATE LLC,,Trailer,UNITED STATES (USA)
4S9772,25637,SHORE BRAKE METAL,,Trailer,UNITED STATES (USA)
4S9773,25486,SKYLINE METAL WORK,,Trailer,
4S9774,25526,SAUNA KINGS LLC,,Trailer,UNITED STATES (USA)
4S9775,25534,STEEL MAGNOLIA TRAILERS LLC,,Trailer,
4S9776,25574,SCOTTY D FABRICATION,,Trailer,UNITED STATES (USA)
4S9777,25574,SCOTTY D FABRICATION,,Low Speed Vehicle (LSV),UNITED STATES (USA)
4S9779,24431,SPARKS TRAILER REPAIR LLC,,Trailer,
4S9781,25662,SW & STEEL FABRICATION,,Trailer,UNITED STATES (USA)
4S9782,24192,STRONG BLUE LLC,,Low Speed Vehicle (LSV),
4S9783,23176,SANDY VANS LLC,,Trailer,
4S9784,25654,SHIELD CARGO LLC,,Trailer,
4S9785,25381,SILVER HILL CABINS LLC,,Trailer,
4S9786,25788,SUNSET R.E. MANAGEMENT,,Trailer,UNITED STATES (USA)
4S9790,25846,SOUTHERN CARTS,,Low Speed Vehicle (LSV),
4S9SPB,5846,SWEAT'S PORTABLE BUILDINGS,,Trailer,UNITED STATES (USA)
4SC,18374,"AUTOMOTIVE SAFETY TESTING (AST) [AGENT FOR] ASIA SMITH MOTOR CO., INC. DBA ASC",A.S.C.,Incomplete Vehicle,UNITED STATES (USA)
4SJ,16881,B & W TRAILERS,B & W TRAILERS,Trailer,UNITED STATES (USA)
4SL,3110,MAGNUM MANUFACTURING DIVSION OF COACH CORP,MAGNUM,Bus,UNITED STATES (USA)
4SR,10600,SKYLINE CORPORATION,SKYLINE CORPORATION,Trailer,UNITED STATES (USA)
4SW,10600,SKYLINE CORPORATION,SKYLINE CORPORATION,Trailer,UNITED STATES (USA)
4T1,1088,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",TOYOTA,Passenger Car,UNITED STATES (USA)
4T3,1088,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",TOYOTA,Multipurpose Passenger Vehicle (MPV),UNITED STATES (USA)
4T4,1091,"TOYOTA MOTOR MANUFACTURING, NORTHERN KENTUCKY, INC.",TOYOTA,Passenger Car,UNITED STATES (USA)
4T5,17826,TIE DOWN ENGINEERING. INC.,"TIE DOWN ENGINEERING, INC.",Trailer,UNITED STATES (USA)
4T9002,6662,"TARTER INDUSTRIES, LLC",,Trailer,UNITED STATES (USA)
4T9004,1532,TRI-STATE CHOPPER LLC,,Motorcycle,UNITED STATES (USA)
4T9005,6824,TEJAS TRAILERS,,Trailer,UNITED STATES (USA)
4T9006,15688,TEMP-AIR,,Trailer,UNITED STATES (USA)
4T9007,7057,"TETON BUILDINGS, LLC",,Trailer,UNITED STATES (USA)
4T9009,11875,T&R TRAILER MFG. INC.,,Trailer,UNITED STATES (USA)
4T9010,7881,TRANSWORLD MANUFACTURING CO.,,Trailer,UNITED STATES (USA)
4T9011,7877,"T-N-A CUSTOM MOTORCYCLES, LLC",,Motorcycle,UNITED STATES (USA)
4T9013,12179,THE HOG FARM,,Motorcycle,UNITED STATES (USA)
4T9014,6184,TOTE 'EM TRAILERS,,Trailer,UNITED STATES (USA)
4T9015,11897,TOTAL ELECTRIC VEHICLES L.L.C.,,Passenger Car,UNITED STATES (USA)
4T9016,6140,TBEI,,Trailer,UNITED STATES (USA)
4T9017,6149,TRICK TRAILERS,,Trailer,UNITED STATES (USA)
4T9018,6133,TNA CUSTOMS,,Motorcycle,UNITED STATES (USA)
4T9020,6148,TRAILER BUILDERS INC.,,Trailer,UNITED STATES (USA)
4T9021,1465,TRAILERWELDSHOP,,Trailer,UNITED STATES (USA)
4T9022,6385,"THT MANUFACTURING,  INC.",,Trailer,UNITED STATES (USA)
4T9023,3529,THE TORO COMPANY,,Trailer,UNITED STATES (USA)
4T9026,6727,"THE PIGGY BACKER COMPANY, INC.",,Trailer,UNITED STATES (USA)
4T9027,6633,TAMARACK INDUSTRIES OF AMERICA,,Trailer,UNITED STATES (USA)
4T9029,18538,TAMPA ARMATURE WORKS INC.,,Trailer,UNITED STATES (USA)
4T9030,7903,"TRITON TRIKES, LLC",,Motorcycle,UNITED STATES (USA)
4T9031,1576,TRAILERS INC. OF HILL CITY,,Trailer,UNITED STATES (USA)
4T9032,6618,TOMMY TOW TRAILERS LLC,,Trailer,UNITED STATES (USA)
4T9033,6917,"THOMPSON CHOPPERS, LLC",,Motorcycle,UNITED STATES (USA)
4T9034,7126,"TUFF-GO, INC.",,Trailer,UNITED STATES (USA)
4T9035,7083,TEXAS TRAILERS SALES AND SERVICE,,Trailer,UNITED STATES (USA)
4T9036,6396,"TRIUNE MANUFACTURING CO., INC.",,Trailer,UNITED STATES (USA)
4T9037,6398,THE BRINKMANN CORPORATION,,Trailer,UNITED STATES (USA)
4T9038,6428,TRAIL-A-TOY MANUFACTURING CORPORATION,,Trailer,UNITED STATES (USA)
4T9040,6914,TATE'S CUSTOMIZATIONS,,Trailer,UNITED STATES (USA)
4T9041,6913,TRAILER FRANCHISE,,Trailer,UNITED STATES (USA)
4T9043,6631,TALON TRIKES LLC,,Motorcycle,UNITED STATES (USA)
4T9044,6905,"TITAN UTV, LLC",,Low Speed Vehicle (LSV),UNITED STATES (USA)
4T9046,7251,"TRAIL CREEK RV, LLC",,Trailer,UNITED STATES (USA)
4T9048,7532,"TRANSGLOBAL CONTAINER, LLC",,Trailer,UNITED STATES (USA)
4T9049,1691,TAXA LLC,,Trailer,UNITED STATES (USA)
4T9055,7122,THE FACTORY METAL WORKS,,Motorcycle,UNITED STATES (USA)
4T9056,7122,THE FACTORY METAL WORKS,,Trailer,UNITED STATES (USA)
4T9057,25337,TCTEARDROPS LLC,,Trailer,
4T9058,1447,"TRANSFORMATRUCKS, LLC",,Trailer,UNITED STATES (USA)
4T9059,11978,TATSA INC,,Bus,UNITED STATES (USA)
4T9062,1500,TANOM MOTORS LLC,,Motorcycle,UNITED STATES (USA)
4T9065,7119,TIGHT LINES TRAILERS LLC,,Trailer,UNITED STATES (USA)
4T9066,7927,TYCO FIRE PROTECTION PRODUCTS,,Trailer,UNITED STATES (USA)
4T9069,7933,"TRAILER MANUFACTURERS OF TOLEDO, LLC",,Trailer,UNITED STATES (USA)
4T9071,7270,"TODD'S WELDING, INC.",,Trailer,UNITED STATES (USA)
4T9072,6445,"TRANSPORTATION POWER, INC.",,Truck,UNITED STATES (USA)
4T9073,7769,"TBM SAND AND STORAGE LOGISTICS, LLC",,Trailer,UNITED STATES (USA)
4T9075,7760,"TOPEKA METAL SPECIALTIES DIVISION OF LB STEEL, LLC",,Trailer,UNITED STATES (USA)
4T9076,1107,THOR MANUFACTURING LLC,,Trailer,UNITED STATES (USA)
4T9078,7957,TRANSWORLD EQUIPMENT CORP.,,Trailer,UNITED STATES (USA)
4T9079,20415,T&H WELDING,,Trailer,UNITED STATES (USA)
4T9080,11951,"TRAILBLAZER, INC.",,Trailer,UNITED STATES (USA)
4T9083,6198,"TLR WELDING & FABRICATING, INC.",,Trailer,UNITED STATES (USA)
4T9084,7302,T R WELDING SERVICE INC.,,Trailer,UNITED STATES (USA)
4T9085,7296,"TRAILMANOR MANUFACTURING COMPANY, LLC",,Trailer,UNITED STATES (USA)
4T9086,11924,"TISHOMINGO ACQUISITION, LLC,",,Trailer,UNITED STATES (USA)
4T9087,6092,TOOCYLINDER MOTOR CYCLE REPAIR,,Motorcycle,UNITED STATES (USA)
4T9088,6063,THE WELDING SHOP,,Trailer,UNITED STATES (USA)
4T9092,6320,"TERCO MANUFACTURING, LLC",,Trailer,UNITED STATES (USA)
4T9093,16446,THE HYDROSEEDING COMPANY LLC,,Trailer,UNITED STATES (USA)
4T9096,11974,"TRAILER RUSH, INC.",,Trailer,UNITED STATES (USA)
4T9097,7501,THE REITZ PUMP CORPORATION,,Trailer,UNITED STATES (USA)
4T9100,6325,TENNFAB,,Trailer,UNITED STATES (USA)
4T9101,11984,"TOTAL E&S, INC.",,Trailer,UNITED STATES (USA)
4T9102,6536,"TARTER INDUSTRIES, LLC (TARTER WEST)",,Trailer,UNITED STATES (USA)
4T9103,6263,"TOURINGPRODUCTS.COM, LLC",,Trailer,UNITED STATES (USA)
4T9105,13508,"TURRIS SYSTEMS, LLC",,Trailer,UNITED STATES (USA)
4T9109,6496,TOTEM EQUIPMENT AND SUPPLY INC.,,Trailer,UNITED STATES (USA)
4T9112,12245,TIMBERY LLC,,Trailer,UNITED STATES (USA)
4T9115,7594,TRINITY FRAME & FAB,,Motorcycle,UNITED STATES (USA)
4T9119,6113,TINY TRAILER,,Trailer,UNITED STATES (USA)
4T9120,7504,"TATTOO YACHTS, LLC",,Trailer,UNITED STATES (USA)
4T9121,6349,TANKKO LLC,,Trailer,UNITED STATES (USA)
4T9125,1505,THE DOCK DOCTORS LLC,,Trailer,UNITED STATES (USA)
4T9128,6120,TWISTED IRON LLC,,Motorcycle,UNITED STATES (USA)
4T9129,6048,"TINY SMART HOUSE, INC.",,Trailer,UNITED STATES (USA)
4T9130,6361,"TEXSTAR RV AND TRAILERS, INC.",,Trailer,UNITED STATES (USA)
4T9131,6039,TRI-WELDING FABRICATIONS,,Trailer,UNITED STATES (USA)
4T9132,15985,TRI CITY TRAILERS LLC,,Trailer,UNITED STATES (USA)
4T9133,7372,"TWIN OAKS INDUSTRIES, INC.",,Trailer,UNITED STATES (USA)
4T9138,6506,"TRUCK BED AND TRAILER SALES, LLC",,Trailer,UNITED STATES (USA)
4T9139,6731,THE CHOP SHOP,,Motorcycle,UNITED STATES (USA)
4T9140,6793,TUMBLE WEED TINY HOUSE COMPANY,,Trailer,UNITED STATES (USA)
4T9141,25142,TEL-STAR MFG LLC,,Trailer,
4T9144,6736,TWISTED IRON CUSTOMS LLC,,Motorcycle,UNITED STATES (USA)
4T9145,1127,TURTLEBACK TRAILERS LLC,,Trailer,UNITED STATES (USA)
4T9149,6785,TROUBADOUR TRAILERS LLC,,Trailer,UNITED STATES (USA)
4T9152,7630,TCS BAGGER CHASIS,,Motorcycle,UNITED STATES (USA)
4T9153,7616,TIOGA AIR HEATERS LLC,,Trailer,UNITED STATES (USA)
4T9154,7628,TEREX USA LLC,,Trailer,UNITED STATES (USA)
4T9156,7526,"TOUR DE TAVERN, LLC",,Low Speed Vehicle (LSV),UNITED STATES (USA)
4T9157,7633,TITAN MARINE LLC,,Trailer,UNITED STATES (USA)
4T9162,7830,TEXMO MANUFACTURING LLC,,Trailer,UNITED STATES (USA)
4T9163,7816,THE BAG LADY INC.,,Trailer,UNITED STATES (USA)
4T9165,6987,"TREAD WAREHOUSE, INC.",,Trailer,UNITED STATES (USA)
4T9168,13592,TINY IDAHOMES LLC,,Trailer,UNITED STATES (USA)
4T9169,13750,TRAMONT MANUFACTURING LLC,,Trailer,UNITED STATES (USA)
4T9171,6799,THE RV FACTORY LLC,,Trailer,UNITED STATES (USA)
4T9172,6804,THE TRAILER SHOP,,Trailer,UNITED STATES (USA)
4T9173,13801,"TITANIUM TRAILER MFG., LLC",,Trailer,UNITED STATES (USA)
4T9176,14447,"TEXAS WIDE WELDING & SERVICES, LLC.",,Trailer,UNITED STATES (USA)
4T9178,11842,TORRID TECHNOLOGIES GROUP LLC,,Trailer,UNITED STATES (USA)
4T9183,13805,"TMCO, INC.",,Trailer,UNITED STATES (USA)
4T9184,13590,TRUCK-TECH,,Trailer,UNITED STATES (USA)
4T9190,13888,"TOWER TRIKES, INC.",,Motorcycle,UNITED STATES (USA)
4T9191,13643,TROJAN TRAILERS MANUFACTURING,,Trailer,UNITED STATES (USA)
4T9196,14090,"T.J. CLARK INTERNATIONAL, LLC",,Trailer,UNITED STATES (USA)
4T9197,13633,TRUCKING TRM INC.,,Trailer,UNITED STATES (USA)
4T9198,13982,TURF COMMANDERS,,Low Speed Vehicle (LSV),UNITED STATES (USA)
4T9203,13909,"THE HANDLEBAR, LLC",,Low Speed Vehicle (LSV),UNITED STATES (USA)
4T9204,14605,TRANSPORT CUSTOM DESIGNS LLC,,Trailer,UNITED STATES (USA)
4T9205,14003,TUFF MANUFACTURING LLC,,Trailer,UNITED STATES (USA)
4T9206,13938,"TEREX USA, LLC",,Trailer,UNITED STATES (USA)
4T9207,13989,"TRP MOTORS, LLC",,Motorcycle,UNITED STATES (USA)
4T9208,18989,"XOS, INC.",,Incomplete Vehicle,UNITED STATES (USA)
4T9211,14201,TRAYLORCO,,Trailer,UNITED STATES (USA)
4T9213,14159,TIMBERLAND INC DBA GLACIER,,Trailer,UNITED STATES (USA)
4T9214,15908,"TINY LIFESTYLE HOMES, LLC",,Trailer,UNITED STATES (USA)
4T9215,16502,"THIELEN MACHINE & WELDING, INC",,Trailer,UNITED STATES (USA)
4T9219,19198,"TAT, INC.",,Trailer,UNITED STATES (USA)
4T9222,15056,"TRI-C ENGINEERING, INC. DBA TRACKMASTER RACING FRAMES",,Motorcycle,UNITED STATES (USA)
4T9223,15096,TRADESMAN COMPANY,,Trailer,UNITED STATES (USA)
4T9224,15549,TD MANUFACTURING LLC.,,Trailer,UNITED STATES (USA)
4T9225,15300,TEVCO MANUFACTURING LLC,,Trailer,UNITED STATES (USA)
4T9227,15569,TINY HOMES OF OHIO,,Trailer,UNITED STATES (USA)
4T9228,15624,THE LUMEN MOTORS COMPANY,,Passenger Car,UNITED STATES (USA)
4T9231,15173,"TJ OILFIELD SERVICES, LLC",,Trailer,UNITED STATES (USA)
4T9233,15749,TINITRON INC.,,Trailer,UNITED STATES (USA)
4T9234,15749,TINITRON INC.,,Motorcycle,UNITED STATES (USA)
4T9237,19377,TENSPEEDTEARS LLC,,Trailer,UNITED STATES (USA)
4T9238,15833,TRANSTAR ALL TRAILER WORKS (ATW),,Trailer,UNITED STATES (USA)
4T9241,15902,TURTLE UP TRAILERS,,Trailer,UNITED STATES (USA)
4T9242,15194,"TIMBERLEAF TRAILERS, INC.",,Trailer,UNITED STATES (USA)
4T9244,16331,TINY HOMES OF OKLAHOMA,,Trailer,UNITED STATES (USA)
4T9247,15944,TINY CAMPER COMPANY LLC,,Trailer,UNITED STATES (USA)
4T9248,15995,TRU-WELD TRAILERS,,Trailer,UNITED STATES (USA)
4T9251,16073,TINY HOME OREGON,,Trailer,UNITED STATES (USA)
4T9253,15577,"TOY DOLLY-PS, LLC",,Trailer,UNITED STATES (USA)
4T9255,16128,TRIPLE G GROUP LLC,,Trailer,UNITED STATES (USA)
4T9258,16241,TOWMORE,,Trailer,UNITED STATES (USA)
4T9259,22115,TIMBERHAWK INC,,Trailer,
4T9260,16264,TEXAS TINY CABINS,,Trailer,UNITED STATES (USA)
4T9262,16391,TUF CORP.,,Trailer,UNITED STATES (USA)
4T9265,18513,"TAILGATE POP UP, LLC",,Trailer,UNITED STATES (USA)
4T9266,16463,TEDSON TRAILER & EQUIPMENT REPAIR LLC,,Trailer,UNITED STATES (USA)
4T9267,16420,"TRAILER TIME ENTERPRISES, LLC.",,Trailer,UNITED STATES (USA)
4T9269,16466,THE WELDING WORKS,,Trailer,UNITED STATES (USA)
4T9270,17158,TJRAESE AND COMPANY LLC,,Trailer,UNITED STATES (USA)
4T9272,16568,TRAILER REBUILDERS INC.,,Trailer,UNITED STATES (USA)
4T9274,16530,TRU LEVEL TRAILERS,,Trailer,UNITED STATES (USA)
4T9277,16637,TOBY'S MECHANICAL LLC,,Trailer,UNITED STATES (USA)
4T9279,17015,"TM INDUSTRIES, LLC",,Trailer,UNITED STATES (USA)
4T9285,17299,TANGLEWOOD MANAGEMENT LLC,,Trailer,UNITED STATES (USA)
4T9288,17412,TERRA NOVA SCOUTS LLC,,Trailer,UNITED STATES (USA)
